title,description,content,publishedAt,url,FinBERT_Sentiment
Green Dot and Marqeta join forces on cash services,"Green Dot Corporation (NYSE: GDOT) and Marqeta, Inc. (NASDAQ: MQ) today announced a new relationship enabling Marqeta to provide customers with convenient and affordable cash services, an important function for the many businesses and consumers transacting wiâ¦","Green Dot Corporation (NYSE: GDOT) and Marqeta, Inc. (NASDAQ: MQ) today announced a new relationship enabling Marqeta to provide customers with convenient and affordable cash services, an important fâ¦ [+2737 chars]",2025-02-28T15:22:00Z,https://www.finextra.com/pressarticle/104543/green-dot-and-marqeta-join-forces-on-cash-services,positive
Citigroup Accidentally Transfers $81T to Client,A Citigroup client who was supposed to receive $280 was credited with enough money to pay off the national debt twice over with plenty of change. The customer was credited with $81 trillion in an error that was missed by two employees but caught by a third arâ¦,"In a statement, the bank said its ""detective controls promptly identified the inputting error"" and the same controls would have stopped funds leaving the bank, Reuters reports. The sum, probably too â¦ [+1104 chars]",2025-02-28T15:21:00Z,https://www.newser.com/story/364996/citigroup-accidentally-transfers-81t-to-client.html,negative
Enhanced capabilities sustain the rapid growth of Vo1d botnet,"Operators behind the Vo1d botnet have enhanced its capabilities, enabling rapid growth in recent months. In September 2024, Doctor Web researchers uncovered a malware, tracked asÂ Vo1d, that infected nearly 1.3 million Android-based TV boxes belonging to usersâ¦","Enhanced capabilities sustain the rapid growth of Vo1d botnet
Â |Â Cisco fixed command injection and DoS flaws in Nexus switches
Â |Â China-linked threat actors stole 10% of Belgian State Security Servâ¦ [+143295 chars]",2025-02-28T15:20:35Z,https://securityaffairs.com/174762/malware/enhanced-capabilities-sustain-the-rapid-growth-of-vo1d-botnet.html,neutral
"Lebanon seizes $2.5 million bound for Hezbollah, sources say",$2.5 million was concealed with a man arriving from Turkey.,"Lebanon's Beirut airport authorities seized $2.5 million in cash destined for terrorist group Hezbollah concealed with a man arriving from Turkey, three sources said on Friday.
One of the sources saâ¦ [+2389 chars]",2025-02-28T15:00:42Z,https://www.jpost.com/breaking-news/article-844157,neutral
Brussels as usual,"By pushing out a phletora of initiatives this week, the Commission remains true to itself and overwhelms everyone.","Today's edition is powered by the European Commission
EU Social Forum: Skills for a competitive EuropeÂ 
How can we equip people with the skills needed to thrive in a rapidly changing economy? Join â¦ [+5877 chars]",2025-02-28T14:46:59Z,https://www.euractiv.com/section/economy-jobs/news/brussels-as-usual/,neutral
[ShopBack Plus] $2 off $10 In-Store Spend with ShopBack Pay (1.5% Service Fee Applies) @ ShopBack App,"A promo code with be added to your account when you join or renew ShopBack Plus.

https://www.shopback.com.au/shopback-pay-how-it-works

Currently Chemist Warehouse has no service fee.","$30 for referrer, $5 for referee after referee qualifies.
Qualifying requirements for referee: 1. Made a minimum $20 online purchase (below exclusions apply), 2. Received a minimum $10 confirmed casâ¦ [+176 chars]",2025-02-28T14:41:37Z,https://www.ozbargain.com.au/node/895601,neutral
It's been a month since rebels seized an eastern Congo city. Goma residents say they are struggling,Rwanda-backed rebels captured a key eastern Congo city a month ago Friday,"GOMA, Congo -- GOMA, Congo (AP) Rwanda-backed rebels captured a key eastern Congo city a month ago Friday. Residents in Goma, which was once a critical trade and humanitarian hub, say they are struggâ¦ [+4190 chars]",2025-02-28T14:38:54Z,https://abcnews.go.com/Business/wireStory/month-rebels-seized-eastern-congo-city-goma-residents-119290278,negative
"Funding woes threaten farm water tech startups, say experts",Funding for startups has been a key focus area for the government.,"New Delhi: About a fourth of the 70-100 active startups focused on agricultural water management and treatment are at risk of shutting down due to a lack of funding, according to experts.
The potentâ¦ [+4197 chars]",2025-02-28T14:30:19Z,https://www.livemint.com/industry/funding-agwatertech-startups-india-farm-water-technology-agritech-agriculture-water-management-11740742327248.html,neutral
What Now for Syrian Oil?,"The EU has suspended a handful of sanctions against Syria, including those related to energy, banking and reconstruction, and the oil is now flowing again from Kurdish-controlled regions in the northeast. Last weekend, Kurdish-led authorities started shippingâ¦","Plans for a Â£1 billionâ¦
Oil prices are under pressureâ¦
Sudan's civil war has intensifiedâ¦
By Editorial Dept - Feb 28, 2025, 8:30 AM CSTThe EU has suspended a handful of sanctions against Syria, inâ¦ [+5308 chars]",2025-02-28T14:30:00Z,https://oilprice.com/Energy/Energy-General/What-Now-for-Syrian-Oil.html,negative
Despised bank regulation agency just wonât die â despite Trumpâs best efforts,The agency was created by lefty Sen. Elizabeth Warren and former President Barack Obama in the aftermath of the 2008 financial crisis as a consumer protection regulator.,"After a nuclear disaster, it is said rats and roaches are the only survivors.Â 
And maybe the Consumer Financial Protection Bureau.
The agency, known in DC and in banking circles by its acronym, wasâ¦ [+2668 chars]",2025-02-28T14:18:37Z,https://nypost.com/2025/02/28/business/bank-regulation-agency-cfpb-wont-die-despite-trumps-best-efforts/,neutral
Russia comments on latest talks with US,The Russian Foreign Ministry has issued a statement following Thursdayâs talks with American diplomats hosted by TÃ¼rkiye Read Full Article at RT.com,"Russia and the US have identified steps they both should take to restore normal operations of their diplomatic missions, the Foreign Ministry in Moscow has said, following negotiations in TÃ¼rkiye.
Râ¦ [+2199 chars]",2025-02-28T14:06:35Z,https://www.rt.com/news/613441-russia-us-istanbul-talks/,neutral
"UK banking chaos: Lloyds, Halifax, TSB customers struggle as payday outage sparks frustration","Thousands of UK banking customers faced difficulties accessing their accounts due to technical issues affecting major banking apps, including Lloyds Bank, Halifax and TSB. The disruption coincided with payday. The Treasury Committee has urged banks to addressâ¦","Over a thousand banking customers in the UK have been unable to access their accounts due to technical issues, with several banking apps currently down.Reports of the Lloyds Bank app crash were regisâ¦ [+2453 chars]",2025-02-28T13:28:48Z,https://economictimes.indiatimes.com/news/international/uk/uk-banking-chaos-lloyds-halifax-tsb-customers-struggle-as-payday-outage-sparks-frustration/articleshow/118630799.cms,negative
Nifty rejig: Let the benchmark run its course,"Nifty50 index managers announce rejig with Zomato and Jio Financial Services entering, sparking debate on valuation and criteria.","The recent rejig announcement by index managers of the Nifty50 has created a buzz among experts, as the entrance of Zomato and Jio Financial Services into the benchmark from March 28 is expected to eâ¦ [+3256 chars]",2025-02-28T13:19:01Z,https://www.thehindubusinessline.com/markets/nifty-rejig-let-the-benchmark-run-its-course/article69275068.ece,negative
"MiB: Melissa Smith, co-Head of Commercial Banking at JPMorgan","ï»¿ï»¿ Â  Â  This week, I speak with withÂ Melissa Smith, co-Head of Commercial Banking at ofÂ J.P. Morgan, Previously she was co-head of the bankâs Innovation Economy Group. She has been with JPMorgan for over 20 years. She works with founders, CEOs and CFOs, deliveâ¦","This week, I speak with withÂ Melissa Smith, co-Head of Commercial Banking at ofÂ J.P. Morgan, Previously she was co-head of the banks Innovation Economy Group. She has been with JPMorgan for over 20 yâ¦ [+1127 chars]",2025-02-28T13:00:31Z,https://ritholtz.com/2025/02/mib-melissa-smith/,neutral
"Day 1,101 of WW3. UK reportedly willing to provide ""tripwire"" troops to support a Ukrainian peace deal. UAF can now jam orc glide bombs, and France forces Stinky to surrender on Zelenskyy visit to Washington. This is your Friday Ukraine War thread [News]","Day 1,101 of WW3. UK reportedly willing to provide ""tripwire"" troops to support a Ukrainian peace deal. UAF can now jam orc glide bombs, and France forces Stinky to surrender on Zelenskyy visit to Washington. This is your Friday Ukraine War thread","Today's news feeds from Kyiv:KYIV POSThttps://www.kyivpost.com/topic/war-in-ukraine
Ukraine Develops Method to Jam Russian Glide Bomb 'Wonder Weapons,' Say ReportsUkraine has worked out how to jam Râ¦ [+9978 chars]",2025-02-28T13:00:00Z,https://www.fark.com/comments/13579462/Day-1101-of-WW3-UK-reportedly-willing-to-provide-tripwire-troops-to-support-a-Ukrainian-peace-deal-UAF-can-now-jam-orc-glide-bombs-France-forces-Stinky-to-surrender-on-Zelenskyy-visit-to-Washington-This-is-your-Friday-Ukraine-War-thread,neutral
Samsung Retains Lead As India Tablet Shipments Grow 42.8 Percent YoY in 2024: IDC,"Tablet shipments in India grew byÂ 42.8 percent year-over-year (YoY) in 2024 to 5.73 million units,Â according to a report by a market research firm. The report claimed that the increase in notebook PC prices and better Android features have driven customers toâ¦","Tablet shipments in India grew byÂ 42.8 percent year-over-year (YoY) in 2024 to 5.73 million units,Â according to a report by a market research firm. The report claimed that the increase in notebook PCâ¦ [+3305 chars]",2025-02-28T12:56:34Z,https://www.gadgets360.com/tablets/news/india-tablet-shipment-growth-yoy-2024-idc-report-samsung-acer-apple-lenovo-xiaomi-7816122,positive
"Russia offers to restore direct air links with the US, during Istanbul talks",Russiaâs Foreign Ministry says it has suggested restoring direct air links between Russia and the United States during the latest round of consultations with Washington,"MOSCOW -- Russia has offered the United States to restore direct air links between the two countries during the latest round of consultations with Washington, the Russian Foreign Ministry said Fridayâ¦ [+2750 chars]",2025-02-28T12:35:46Z,https://abcnews.go.com/Business/wireStory/russia-offers-restore-direct-air-links-us-istanbul-119285387,neutral
RBI injects $10 billion via currency swap to ease liquidity deficit in financial system: Report,RBI injects $10 billion via currency swap to ease liquidity deficit in financial system: Report&nbsp;,"Reseve Bank of India (RBI) injected $10 billion through a foreign-exchange swap auction on Friday, stepping up efforts to quell one of the worst liquidity deficits in the financial system.
The infusâ¦ [+945 chars]",2025-02-28T12:22:08Z,https://www.livemint.com/industry/banking/rbi-injects-10-billion-via-currency-swap-to-ease-liquidity-deficit-in-financial-system-report-11740745108748.html,negative
Hang Seng participates in HKMA RMB trade financing initiative,Hang Seng Bank has become one of the first banks to participate in the Renminbi Trade Financing Liquidity Facility (âRMB TFLFâ) introduced by the Hong Kong Monetary Authority (âHKMAâ).,"Hang Seng Bank has become one of the first banks to participate in the Renminbi Trade Financing Liquidity Facility (RMB TFLF) introduced by the Hong Kong Monetary Authority (HKMA).Today, the Bank sucâ¦ [+1481 chars]",2025-02-28T12:18:00Z,https://www.finextra.com/pressarticle/104541/hang-seng-participates-in-hkma-rmb-trade-financing-initiative,neutral
Citigroup employee accidentally credits $81 trillion instead of $280 into customer's account. Here's what happened next,Citigroup's employees accidentally credited $81 trillion into a customer's account instead of $280. This error was later flagged by another employee and the transaction was reversed to recover the lost amount.&nbsp;,"The US-based multinational investment bank Citigroup's employees accidentally credited $81 trillion to a customer's account instead of $280 due to an operational error, reported the news portal Finanâ¦ [+2435 chars]",2025-02-28T12:17:12Z,https://www.livemint.com/industry/banking/citigroup-employee-accidentally-credits-81-trillion-instead-of-280-into-customers-account-heres-what-happened-next-11740741707364.html,negative
Wio Bank grows over AED 37 billion in second year of operation,Wio Bank PJSC has established itself among the top 10 most profitable neobanks globally and a leading UAE bank for retail and SME deposits â all within just two years of its full-scale launch.,Wio Bank PJSC has established itself among the top 10 most profitable neobanks globally and a leading UAE bank for retail and SME deposits all within just two years of its full-scale launch.Based on â¦ [+4435 chars],2025-02-28T12:11:00Z,https://www.finextra.com/pressarticle/104539/wio-bank-grows-over-aed-37-billion-in-second-year-of-operation,positive
Opening a joint bank account to save for my wedding was emotionally daunting â but the actual process was easy,"Opening a joint bank account felt daunting, but it only actually took a short while to get it setup once we started the process.","When my fiancÃ© and I got engaged, we'd been together on and off for seven years. Even after all that time, our wedding became our first shared expense. We were planning to move into our first officiaâ¦ [+3626 chars]",2025-02-28T12:10:02Z,https://www.businessinsider.com/opening-joint-bank-account-pay-wedding-felt-daunting-2025-2,neutral
Buster Posey Attempts To Restore Giants To Glory In An Executive Role,Seven-time All-Star catcher Buster Posey is entering his first season as the San Francisco Giants' president of baseball operations.,"San Francisco Giants shortstop Willy Adames, left, and president of baseball operations Buster Posey ... [+] arrive to a news conference in San Francisco, Thursday, Dec. 12, 2024. (AP Photo/Jeff Chiuâ¦ [+5572 chars]",2025-02-28T12:00:29Z,https://www.forbes.com/sites/johnperrotto/2025/02/28/buster-posey-attempts-to-restore-giants-to-glory-in-an-executive-role/,neutral
Cisco fixed command injection and DoS flaws in Nexus switches,"Cisco addressed command injection and denial-of-service (DoS) vulnerabilities in some models of its Nexus switches. Cisco released security updates to address command injection and DoS vulnerabilities in Nexus switches, including a high-severity flaw. The mosâ¦","Cisco fixed command injection and DoS flaws in Nexus switches
Â |Â China-linked threat actors stole 10% of Belgian State Security Service (VSSE)'s staff emails
Â |Â FBI: North Korea-linked TraderTraitoâ¦ [+143229 chars]",2025-02-28T11:59:31Z,https://securityaffairs.com/174753/security/cisco-fixed-command-injection-and-dos-flaws-in-nexus-switches.html,neutral
"Top Losers: Wipro, M&M among stocks that fell most on Friday","Indian markets plunged as US economic concerns triggered a sell-off, with Nifty down 1.86% and Sensex falling 1.90%. IT, auto, and banking stocks saw sharp declines, while Granules India and Redington faced heavy losses.",Indian headline indices ended Friday with deep cuts as US economic woes weighed on the Street. The worlds largest economy grew at a 2.3% annualised rate last quarter after accelerating at a 3.1% paceâ¦ [+331 chars],2025-02-28T11:57:53Z,https://m.economictimes.com/markets/web-stories/top-losers-wipro-mm-among-stocks-that-fell-most-on-friday/slideshow/118629057.cms,negative
Major UK banks hit by payday digital banking problems again | Computer Weekly,"A month after Barclays suffered online banking problems, customers at multiple banks report further issues","Customers of multiple banks have reported problems banking online, as they struggle to access services on payday for the second month running.
The problems came two days after MPs were due to receivâ¦ [+2864 chars]",2025-02-28T11:57:17Z,https://www.computerweekly.com/news/366619686/Major-UK-banks-hit-by-payday-digital-banking-problems-again,negative
10 Friday AM Reads,My end-of-week morning train WFH reads: â¢ Hotdogs and motorways: The ripples created by Denmarkâs Ozempic and Wegovy boom: American demand for weight-loss drugs is supercharging Denmarkâs economy and transforming a small Danish community into an unlikely boomâ¦,Hotdogs and motorways: The ripples created by Denmarkâs Ozempic and Wegovy boom: American demand for weight-loss drugs is supercharging Denmarks economy and transforming a small Danish community intoâ¦ [+3628 chars],2025-02-28T11:30:29Z,https://ritholtz.com/2025/02/10-friday-am-reads-440/,neutral
"With Strong 2024 Growth, Chime Appears On Track For An IPO","The digital bankâs revenue reached $1.7 billion in 2024, according to a person familiar with its finances, and its net loss shrunk substantially from 2023.","Chime cofounder and CEO Chris Britt is planning to take his 13-year-old company public this year.
CODY PICKENS FOR FORBES
Chime, the largest digital bank in America, grew its revenue to $1.7 billioâ¦ [+3345 chars]",2025-02-28T11:30:00Z,https://www.forbes.com/sites/jeffkauflin/2025/02/28/with-strong-2024-growth-chime-appears-on-track-for-an-ipo/,neutral
Your Vital Role in the Decorporatisation of the Food Chain,I am starting this article with information that will make you aware of the provenance for around 90% of all foods that you purchase while shopping at leading super and hypermarkets chains. Understanding the impact of decorporatisation on these food sources câ¦,I am starting this article with information that will make you aware of the provenance for around 90% of all foods that you purchase while shopping at leading super and hypermarkets chains. Understanâ¦ [+9078 chars],2025-02-28T11:01:00Z,https://www.activistpost.com/your-vital-role-in-the-decorporatisation-of-the-food-chain-2/,neutral
The Weekly Wrap: DoorDash To Pay Deliverers Nearly $17 Million in Settlement,"(Photo by Kilian SeilerÂ /Â Unsplash)


 






Welcome back to The Weekly Wrap, our Friday roundup of stories that explain the problems oppressing people in cities and elevate the solutions that bring us closer to economic, environmental and social justice. Iâ¦","Welcome back to The Weekly Wrap, our Friday roundup of stories that explain the problems oppressing people in cities and elevate the solutions that bring us closer to economic, environmental and sociâ¦ [+7326 chars]",2025-02-28T11:00:00Z,https://nextcity.org/urbanist-news/the-weekly-wrap-doordash-to-pay-deliverers-nearly-17-million-in-settlement,neutral
Johnny Ronan takes back âjewel in crownâ assets from receivership,Properties include Bewleyâs CafÃ© building and PTSB on Grafton Street,"Developer Johnny Ronans property company has purchased four of its former assets that it surrendered to receivership more than a year ago and brought them back under its control. 
Ronan Group Real Eâ¦ [+2972 chars]",2025-02-28T10:58:20Z,https://www.irishtimes.com/business/2025/02/28/johnny-ronan-takes-back-jewel-in-crown-assets-from-receivership/,neutral
"Lloyds and Nationwide online banking down, leaving users locked out of accounts on payday: Live updates",Payday payments affected for second month in a row amid outages across high street,"Second payday in a row to be affected by outages
At the end of last month and in early February, Barclays, Lloyds Bank and Halifax were all hit by service outages which left customers unable to acceâ¦ [+1252 chars]",2025-02-28T10:57:57Z,https://www.the-independent.com/tech/lloyds-bank-app-down-latest-updates-access-accounts-mobile-money-b2706540.html,negative
